timestamp,wind_speed,humidity,pressure,temp,light,encoded
2025-01-01 00:00:00,28.94523210480368,99.82256415461109,1021.8230812465243,40.482658650734734,370.6512717660376,HMMHH
2025-01-01 01:00:00,30.136472258160396,80.38288469754353,1008.8918821979781,31.601408940382136,283.983213549042,LHLMM
2025-01-01 02:00:00,37.608066773792046,71.14903040776363,1046.5245584950171,40.99171479997597,905.3914686075024,HHLHM
2025-01-01 03:00:00,10.16606638836027,34.417864238529596,970.0553804351159,43.11622278726002,578.767269847869,LHMLL
2025-01-01 04:00:00,30.14989388900358,26.986759980449236,1049.881357935247,28.549624328221526,104.4285132279591,LMHHL
2025-01-01 05:00:00,14.412664397138336,23.572410886331,1045.9042514950177,33.049412757166,118.8003911535388,HMHLH
2025-01-01 06:00:00,20.45020250950893,31.96565724988382,1034.4554768505875,19.33706147020729,359.2426873846024,MMLMM
2025-01-01 07:00:00,19.5261093611736,89.95755962042193,1016.7282959618207,10.925265322517777,664.5327061687348,HMLHH
2025-01-01 08:00:00,6.491076124507913,57.559218147216626,1014.2466601599062,27.656995121718058,776.3886842789492,MMLHH
2025-01-01 09:00:00,5.976024502959834,69.99563943559679,1049.5001965777979,23.352807919426176,554.9306035976708,MLHML
2025-01-01 10:00:00,22.90762311517088,27.333572849021095,998.9052281300159,34.08783712491691,633.3758556872596,MMLHL
2025-01-01 11:00:00,38.29560759017773,65.77479394818067,1035.5940723936867,12.16091981778527,725.9408277986882,LMHLM
2025-01-01 12:00:00,11.735991469299275,46.72761929333247,1020.5850015194319,41.09753539531002,316.8991934694753,HHLLM
2025-01-01 13:00:00,10.742154055444772,66.33999337622663,1028.945447059379,32.34154581899442,764.1588925422516,HHMLL
2025-01-01 14:00:00,12.521485097968483,44.52265989713293,976.5676704237387,34.45168981208089,154.35299719951,LLMHM
2025-01-01 15:00:00,8.19471194742083,79.23488037869286,1028.2994266668657,25.22650407511008,394.1854914467023,HHMHM
2025-01-01 16:00:00,9.421891495680988,47.69467211376945,1017.8527002438105,12.268852625078377,876.9649242764898,LMLLL
2025-01-01 17:00:00,22.401997484299756,61.55771943309402,980.039850474441,21.208863718897454,673.3672683049057,MLLMM
2025-01-01 18:00:00,24.774403764294934,99.40648423810373,1033.1423026117013,10.042676708673273,72.3140988424843,LHHHH
2025-01-01 19:00:00,24.96484288018378,65.07516966132118,955.3145384600152,21.44654193427318,80.65478869808862,MMMML
2025-01-01 20:00:00,9.968199709836917,90.70655878028035,1013.2495978504264,40.377723295187224,401.38458051223813,MLMHH
2025-01-01 21:00:00,34.10615512443598,98.49284609445506,955.4614185725496,32.3427157974305,911.3784803212611,LLHMH
2025-01-01 22:00:00,14.555469972157923,65.34861717873837,997.6705068876087,29.817072134754184,902.8482656512434,MLLHM
2025-01-01 23:00:00,16.407368416842555,74.54443631638972,1008.8209856505745,27.082838049169066,168.85799759814347,MMHLH
2025-01-02 00:00:00,27.629646950316157,21.53090118267243,1049.7342948104526,25.052302045696123,817.5756832193165,HMMML
2025-01-02 01:00:00,28.098338492150315,57.1751317635783,952.306224691037,12.222050172150936,314.0633905466633,MLMLL
2025-01-02 02:00:00,26.259468291338987,82.33861807231902,1042.6776727311917,43.34979332685472,749.2405651935459,MLMLM
2025-01-02 03:00:00,15.85747041560872,64.49090879920227,987.5707042027088,29.12326799780071,749.0924069066716,LMHHM
2025-01-02 04:00:00,11.811045904704901,54.7483243436688,990.3818757485795,34.00512890859504,219.21192740717322,MMHMM
2025-01-02 05:00:00,3.2589487216981228,24.837328262670802,950.869790356776,20.266348388474455,36.94375719329845,HMHLM
2025-01-02 06:00:00,36.48832293420361,92.12084369224254,1038.819796838179,15.363470092018883,692.7255121900722,HMMMH
